IDCode,narrative_text
paxi044,n_items: 57; accuracy: 0.1579; avg_rt: 13.8095; var_rt: 517.5915; rt_cv: 1.6475; longest_correct_streak: 3; longest_incorrect_streak: 28; consecutive_correct_rate: 0.0536
hufy497,n_items: 57; accuracy: 0.8421; avg_rt: 10.3356; var_rt: 145.7238; rt_cv: 1.1680; longest_correct_streak: 20; longest_incorrect_streak: 2; consecutive_correct_rate: 0.7500
rapo919,n_items: 57; accuracy: 0.7544; avg_rt: 11.9516; var_rt: 285.4058; rt_cv: 1.4135; longest_correct_streak: 12; longest_incorrect_streak: 6; consecutive_correct_rate: 0.6429
gata076,n_items: 57; accuracy: 0.3509; avg_rt: 22.7044; var_rt: 395.8057; rt_cv: 0.8763; longest_correct_streak: 6; longest_incorrect_streak: 17; consecutive_correct_rate: 0.2321
muvo194,n_items: 57; accuracy: 0.5439; avg_rt: 28.0131; var_rt: 658.1704; rt_cv: 0.9158; longest_correct_streak: 10; longest_incorrect_streak: 15; consecutive_correct_rate: 0.3750
cywo537,n_items: 57; accuracy: 0.7193; avg_rt: 18.5222; var_rt: 318.0531; rt_cv: 0.9628; longest_correct_streak: 14; longest_incorrect_streak: 5; consecutive_correct_rate: 0.5536
xamy327,n_items: 57; accuracy: 0.6140; avg_rt: 31.3925; var_rt: 1667.2982; rt_cv: 1.3007; longest_correct_streak: 14; longest_incorrect_streak: 13; consecutive_correct_rate: 0.5179
cogu074,n_items: 57; accuracy: 0.8070; avg_rt: 19.4300; var_rt: 324.0056; rt_cv: 0.9264; longest_correct_streak: 19; longest_incorrect_streak: 3; consecutive_correct_rate: 0.6786
rapo615,n_items: 57; accuracy: 0.4737; avg_rt: 30.6483; var_rt: 600.7545; rt_cv: 0.7997; longest_correct_streak: 10; longest_incorrect_streak: 19; consecutive_correct_rate: 0.3929
zady580,n_items: 57; accuracy: 0.5965; avg_rt: 27.1837; var_rt: 706.0649; rt_cv: 0.9775; longest_correct_streak: 11; longest_incorrect_streak: 14; consecutive_correct_rate: 0.4821
nujo284,n_items: 57; accuracy: 0.7368; avg_rt: 21.1887; var_rt: 491.2135; rt_cv: 1.0460; longest_correct_streak: 11; longest_incorrect_streak: 3; consecutive_correct_rate: 0.5536
syzu625,n_items: 57; accuracy: 0.6667; avg_rt: 23.7507; var_rt: 1100.6857; rt_cv: 1.3969; longest_correct_streak: 20; longest_incorrect_streak: 5; consecutive_correct_rate: 0.5179
myte214,n_items: 57; accuracy: 0.7193; avg_rt: 30.3841; var_rt: 2182.3866; rt_cv: 1.5375; longest_correct_streak: 12; longest_incorrect_streak: 4; consecutive_correct_rate: 0.5893
tyzo440,n_items: 57; accuracy: 0.5789; avg_rt: 24.2630; var_rt: 449.1462; rt_cv: 0.8735; longest_correct_streak: 11; longest_incorrect_streak: 8; consecutive_correct_rate: 0.4107
vyzo298,n_items: 57; accuracy: 0.7895; avg_rt: 14.3309; var_rt: 104.6802; rt_cv: 0.7139; longest_correct_streak: 26; longest_incorrect_streak: 2; consecutive_correct_rate: 0.6429
hiwu589,n_items: 57; accuracy: 0.6667; avg_rt: 21.6947; var_rt: 1769.1870; rt_cv: 1.9388; longest_correct_streak: 8; longest_incorrect_streak: 7; consecutive_correct_rate: 0.5000
sazy810,n_items: 57; accuracy: 0.8070; avg_rt: 15.7173; var_rt: 192.6694; rt_cv: 0.8831; longest_correct_streak: 18; longest_incorrect_streak: 3; consecutive_correct_rate: 0.6786
turi097,n_items: 57; accuracy: 0.6667; avg_rt: 13.9924; var_rt: 232.4474; rt_cv: 1.0896; longest_correct_streak: 17; longest_incorrect_streak: 10; consecutive_correct_rate: 0.5536
foji729,n_items: 57; accuracy: 0.7368; avg_rt: 13.3719; var_rt: 107.3750; rt_cv: 0.7749; longest_correct_streak: 14; longest_incorrect_streak: 2; consecutive_correct_rate: 0.5536
dexe201,n_items: 57; accuracy: 0.8070; avg_rt: 16.8249; var_rt: 211.1461; rt_cv: 0.8637; longest_correct_streak: 9; longest_incorrect_streak: 2; consecutive_correct_rate: 0.6607
dosu709,n_items: 57; accuracy: 0.7193; avg_rt: 23.5401; var_rt: 462.0575; rt_cv: 0.9131; longest_correct_streak: 18; longest_incorrect_streak: 10; consecutive_correct_rate: 0.6786
doxe392,n_items: 57; accuracy: 0.5789; avg_rt: 29.1016; var_rt: 2198.6136; rt_cv: 1.6112; longest_correct_streak: 8; longest_incorrect_streak: 13; consecutive_correct_rate: 0.4464
culu497,n_items: 57; accuracy: 0.7018; avg_rt: 21.1193; var_rt: 408.4558; rt_cv: 0.9570; longest_correct_streak: 16; longest_incorrect_streak: 5; consecutive_correct_rate: 0.5714
lije367,n_items: 57; accuracy: 0.9123; avg_rt: 22.9262; var_rt: 924.4964; rt_cv: 1.3262; longest_correct_streak: 34; longest_incorrect_streak: 2; consecutive_correct_rate: 0.8393
vice024,n_items: 57; accuracy: 0.8246; avg_rt: 9.7990; var_rt: 53.1540; rt_cv: 0.7440; longest_correct_streak: 11; longest_incorrect_streak: 2; consecutive_correct_rate: 0.6964
kapy740,n_items: 57; accuracy: 0.8246; avg_rt: 19.6127; var_rt: 285.9414; rt_cv: 0.8622; longest_correct_streak: 33; longest_incorrect_streak: 4; consecutive_correct_rate: 0.7143
vudi262,n_items: 57; accuracy: 0.6316; avg_rt: 14.3785; var_rt: 204.8236; rt_cv: 0.9954; longest_correct_streak: 11; longest_incorrect_streak: 8; consecutive_correct_rate: 0.5000
tuza510,n_items: 57; accuracy: 0.6491; avg_rt: 18.3785; var_rt: 254.9640; rt_cv: 0.8688; longest_correct_streak: 6; longest_incorrect_streak: 4; consecutive_correct_rate: 0.4464
tubo945,n_items: 57; accuracy: 0.8421; avg_rt: 11.6929; var_rt: 158.8833; rt_cv: 1.0780; longest_correct_streak: 28; longest_incorrect_streak: 2; consecutive_correct_rate: 0.6964
bofi323,n_items: 57; accuracy: 0.6667; avg_rt: 21.6353; var_rt: 242.0406; rt_cv: 0.7191; longest_correct_streak: 23; longest_incorrect_streak: 6; consecutive_correct_rate: 0.5357
zeji633,n_items: 57; accuracy: 0.2982; avg_rt: 20.1754; var_rt: 807.0682; rt_cv: 1.4081; longest_correct_streak: 5; longest_incorrect_streak: 20; consecutive_correct_rate: 0.1607
bowo488,n_items: 57; accuracy: 0.5789; avg_rt: 20.9437; var_rt: 486.6205; rt_cv: 1.0533; longest_correct_streak: 12; longest_incorrect_streak: 10; consecutive_correct_rate: 0.4643
pipo687,n_items: 57; accuracy: 0.3509; avg_rt: 23.5047; var_rt: 861.9751; rt_cv: 1.2491; longest_correct_streak: 9; longest_incorrect_streak: 22; consecutive_correct_rate: 0.2321
core934,n_items: 57; accuracy: 0.7018; avg_rt: 22.5580; var_rt: 622.2067; rt_cv: 1.1058; longest_correct_streak: 13; longest_incorrect_streak: 4; consecutive_correct_rate: 0.5536
dedu084,n_items: 57; accuracy: 0.5614; avg_rt: 20.3540; var_rt: 257.3716; rt_cv: 0.7882; longest_correct_streak: 14; longest_incorrect_streak: 22; consecutive_correct_rate: 0.5000
lowa532,n_items: 57; accuracy: 0.2281; avg_rt: 22.2975; var_rt: 329.3742; rt_cv: 0.8139; longest_correct_streak: 5; longest_incorrect_streak: 33; consecutive_correct_rate: 0.1071
zuha759,n_items: 57; accuracy: 0.2982; avg_rt: 22.4239; var_rt: 372.2882; rt_cv: 0.8605; longest_correct_streak: 4; longest_incorrect_streak: 22; consecutive_correct_rate: 0.1607
qafu966,n_items: 57; accuracy: 0.2632; avg_rt: 27.1252; var_rt: 1397.4476; rt_cv: 1.3781; longest_correct_streak: 5; longest_incorrect_streak: 31; consecutive_correct_rate: 0.1607
lobo127,n_items: 57; accuracy: 0.6842; avg_rt: 22.0466; var_rt: 350.1195; rt_cv: 0.8487; longest_correct_streak: 20; longest_incorrect_streak: 6; consecutive_correct_rate: 0.5714
homa046,n_items: 57; accuracy: 0.3509; avg_rt: 33.0942; var_rt: 1410.6120; rt_cv: 1.1349; longest_correct_streak: 7; longest_incorrect_streak: 10; consecutive_correct_rate: 0.1964
keno764,n_items: 57; accuracy: 0.5439; avg_rt: 15.6774; var_rt: 31.8869; rt_cv: 0.3602; longest_correct_streak: 7; longest_incorrect_streak: 8; consecutive_correct_rate: 0.3393
habe142,n_items: 57; accuracy: 0.7719; avg_rt: 19.8144; var_rt: 248.1568; rt_cv: 0.7950; longest_correct_streak: 15; longest_incorrect_streak: 4; consecutive_correct_rate: 0.6429
joti731,n_items: 57; accuracy: 0.8772; avg_rt: 12.3353; var_rt: 114.3890; rt_cv: 0.8670; longest_correct_streak: 24; longest_incorrect_streak: 2; consecutive_correct_rate: 0.7857
reve265,n_items: 57; accuracy: 0.7018; avg_rt: 14.4419; var_rt: 137.1470; rt_cv: 0.8109; longest_correct_streak: 11; longest_incorrect_streak: 5; consecutive_correct_rate: 0.5357
cyca115,n_items: 57; accuracy: 0.8772; avg_rt: 13.7442; var_rt: 179.4351; rt_cv: 0.9746; longest_correct_streak: 29; longest_incorrect_streak: 2; consecutive_correct_rate: 0.8036
rawo522,n_items: 57; accuracy: 0.8596; avg_rt: 18.3119; var_rt: 280.8592; rt_cv: 0.9152; longest_correct_streak: 37; longest_incorrect_streak: 3; consecutive_correct_rate: 0.7857
pogi169,n_items: 57; accuracy: 0.8772; avg_rt: 29.1831; var_rt: 580.7136; rt_cv: 0.8258; longest_correct_streak: 30; longest_incorrect_streak: 2; consecutive_correct_rate: 0.8036
vepi727,n_items: 57; accuracy: 0.7018; avg_rt: 25.0420; var_rt: 233.7059; rt_cv: 0.6105; longest_correct_streak: 15; longest_incorrect_streak: 5; consecutive_correct_rate: 0.5357
risy585,n_items: 57; accuracy: 0.6316; avg_rt: 14.8075; var_rt: 80.4189; rt_cv: 0.6056; longest_correct_streak: 14; longest_incorrect_streak: 3; consecutive_correct_rate: 0.4643
fefu774,n_items: 57; accuracy: 0.7895; avg_rt: 13.7506; var_rt: 136.3607; rt_cv: 0.8492; longest_correct_streak: 11; longest_incorrect_streak: 3; consecutive_correct_rate: 0.6429
wyxo615,n_items: 57; accuracy: 0.8246; avg_rt: 15.3706; var_rt: 310.9830; rt_cv: 1.1473; longest_correct_streak: 13; longest_incorrect_streak: 2; consecutive_correct_rate: 0.6964
ciby707,n_items: 57; accuracy: 0.8246; avg_rt: 24.0401; var_rt: 1753.7381; rt_cv: 1.7420; longest_correct_streak: 34; longest_incorrect_streak: 3; consecutive_correct_rate: 0.7500
xuvy948,n_items: 57; accuracy: 0.9474; avg_rt: 16.4272; var_rt: 946.4956; rt_cv: 1.8728; longest_correct_streak: 31; longest_incorrect_streak: 1; consecutive_correct_rate: 0.9107
ravy196,n_items: 57; accuracy: 0.9649; avg_rt: 18.9620; var_rt: 227.5831; rt_cv: 0.7956; longest_correct_streak: 39; longest_incorrect_streak: 1; consecutive_correct_rate: 0.9286
loge702,n_items: 57; accuracy: 0.6667; avg_rt: 16.3511; var_rt: 189.7412; rt_cv: 0.8424; longest_correct_streak: 15; longest_incorrect_streak: 4; consecutive_correct_rate: 0.4643
viry492,n_items: 57; accuracy: 0.7368; avg_rt: 21.9380; var_rt: 264.0755; rt_cv: 0.7407; longest_correct_streak: 22; longest_incorrect_streak: 8; consecutive_correct_rate: 0.6429
gowa049,n_items: 57; accuracy: 0.7895; avg_rt: 18.7332; var_rt: 367.1562; rt_cv: 1.0229; longest_correct_streak: 23; longest_incorrect_streak: 2; consecutive_correct_rate: 0.6429
vyva107,n_items: 57; accuracy: 0.7544; avg_rt: 15.7777; var_rt: 129.2399; rt_cv: 0.7205; longest_correct_streak: 26; longest_incorrect_streak: 4; consecutive_correct_rate: 0.6250
duxo262,n_items: 57; accuracy: 0.8596; avg_rt: 18.4545; var_rt: 140.4407; rt_cv: 0.6422; longest_correct_streak: 24; longest_incorrect_streak: 2; consecutive_correct_rate: 0.7679
peto053,n_items: 57; accuracy: 0.8596; avg_rt: 14.4377; var_rt: 160.8276; rt_cv: 0.8784; longest_correct_streak: 28; longest_incorrect_streak: 1; consecutive_correct_rate: 0.7321
difi858,n_items: 57; accuracy: 0.8070; avg_rt: 13.9341; var_rt: 232.6910; rt_cv: 1.0947; longest_correct_streak: 20; longest_incorrect_streak: 3; consecutive_correct_rate: 0.7143
xoru423,n_items: 57; accuracy: 0.7193; avg_rt: 20.4196; var_rt: 205.6750; rt_cv: 0.7023; longest_correct_streak: 11; longest_incorrect_streak: 2; consecutive_correct_rate: 0.5357
wizy437,n_items: 57; accuracy: 0.8772; avg_rt: 17.7847; var_rt: 421.2947; rt_cv: 1.1541; longest_correct_streak: 12; longest_incorrect_streak: 2; consecutive_correct_rate: 0.7679
kuge219,n_items: 57; accuracy: 0.8421; avg_rt: 19.0094; var_rt: 648.2768; rt_cv: 1.3394; longest_correct_streak: 18; longest_incorrect_streak: 2; consecutive_correct_rate: 0.7500
hazu473,n_items: 57; accuracy: 0.7018; avg_rt: 19.4775; var_rt: 255.8428; rt_cv: 0.8212; longest_correct_streak: 13; longest_incorrect_streak: 5; consecutive_correct_rate: 0.5536
gono087,n_items: 57; accuracy: 0.7193; avg_rt: 25.8897; var_rt: 396.7307; rt_cv: 0.7693; longest_correct_streak: 11; longest_incorrect_streak: 3; consecutive_correct_rate: 0.5357
vury347,n_items: 57; accuracy: 0.7368; avg_rt: 16.6700; var_rt: 252.6280; rt_cv: 0.9535; longest_correct_streak: 28; longest_incorrect_streak: 3; consecutive_correct_rate: 0.5893
copo281,n_items: 57; accuracy: 0.3333; avg_rt: 12.9516; var_rt: 183.3210; rt_cv: 1.0454; longest_correct_streak: 5; longest_incorrect_streak: 26; consecutive_correct_rate: 0.2321
heda014,n_items: 57; accuracy: 0.8421; avg_rt: 16.4843; var_rt: 313.6311; rt_cv: 1.0743; longest_correct_streak: 27; longest_incorrect_streak: 3; consecutive_correct_rate: 0.7679
powu461,n_items: 57; accuracy: 0.8772; avg_rt: 20.7861; var_rt: 204.2508; rt_cv: 0.6876; longest_correct_streak: 40; longest_incorrect_streak: 2; consecutive_correct_rate: 0.8036
peqa279,n_items: 57; accuracy: 0.8246; avg_rt: 19.1318; var_rt: 268.8065; rt_cv: 0.8570; longest_correct_streak: 38; longest_incorrect_streak: 3; consecutive_correct_rate: 0.7500
lufy687,n_items: 57; accuracy: 0.6140; avg_rt: 18.6779; var_rt: 743.2185; rt_cv: 1.4596; longest_correct_streak: 11; longest_incorrect_streak: 8; consecutive_correct_rate: 0.4464
koze985,n_items: 57; accuracy: 0.8772; avg_rt: 21.7825; var_rt: 325.4672; rt_cv: 0.8282; longest_correct_streak: 31; longest_incorrect_streak: 2; consecutive_correct_rate: 0.8036
hadi890,n_items: 57; accuracy: 0.7368; avg_rt: 17.1861; var_rt: 130.8625; rt_cv: 0.6656; longest_correct_streak: 16; longest_incorrect_streak: 5; consecutive_correct_rate: 0.6071
recu163,n_items: 57; accuracy: 0.8070; avg_rt: 25.0547; var_rt: 959.2685; rt_cv: 1.2362; longest_correct_streak: 21; longest_incorrect_streak: 3; consecutive_correct_rate: 0.6964
xyzi642,n_items: 57; accuracy: 0.8772; avg_rt: 25.9216; var_rt: 688.5424; rt_cv: 1.0123; longest_correct_streak: 30; longest_incorrect_streak: 2; consecutive_correct_rate: 0.8036
nejy388,n_items: 57; accuracy: 0.6316; avg_rt: 25.4444; var_rt: 771.7177; rt_cv: 1.0918; longest_correct_streak: 9; longest_incorrect_streak: 8; consecutive_correct_rate: 0.5000
tezy480,n_items: 57; accuracy: 0.7544; avg_rt: 11.2149; var_rt: 75.9328; rt_cv: 0.7770; longest_correct_streak: 15; longest_incorrect_streak: 3; consecutive_correct_rate: 0.5893
nawu690,n_items: 57; accuracy: 0.7368; avg_rt: 17.6069; var_rt: 189.9190; rt_cv: 0.7827; longest_correct_streak: 21; longest_incorrect_streak: 5; consecutive_correct_rate: 0.6607
mofe780,n_items: 57; accuracy: 0.6140; avg_rt: 25.4717; var_rt: 1018.8031; rt_cv: 1.2531; longest_correct_streak: 8; longest_incorrect_streak: 5; consecutive_correct_rate: 0.4107
nily317,n_items: 57; accuracy: 0.3684; avg_rt: 32.3549; var_rt: 996.4942; rt_cv: 0.9757; longest_correct_streak: 5; longest_incorrect_streak: 9; consecutive_correct_rate: 0.1607
roho333,n_items: 57; accuracy: 0.5439; avg_rt: 27.7956; var_rt: 659.9017; rt_cv: 0.9242; longest_correct_streak: 13; longest_incorrect_streak: 11; consecutive_correct_rate: 0.4107
xime971,n_items: 57; accuracy: 0.4912; avg_rt: 14.6721; var_rt: 172.6537; rt_cv: 0.8956; longest_correct_streak: 8; longest_incorrect_streak: 17; consecutive_correct_rate: 0.3393
muqo157,n_items: 57; accuracy: 0.5614; avg_rt: 21.7096; var_rt: 492.3123; rt_cv: 1.0220; longest_correct_streak: 7; longest_incorrect_streak: 6; consecutive_correct_rate: 0.3750
riby296,n_items: 57; accuracy: 0.6667; avg_rt: 17.5964; var_rt: 125.8471; rt_cv: 0.6375; longest_correct_streak: 8; longest_incorrect_streak: 5; consecutive_correct_rate: 0.4821
pala257,n_items: 57; accuracy: 0.7719; avg_rt: 19.9356; var_rt: 290.4978; rt_cv: 0.8550; longest_correct_streak: 31; longest_incorrect_streak: 4; consecutive_correct_rate: 0.6429
tuby409,n_items: 57; accuracy: 0.7544; avg_rt: 14.5430; var_rt: 193.0511; rt_cv: 0.9554; longest_correct_streak: 22; longest_incorrect_streak: 5; consecutive_correct_rate: 0.6786
hoxo855,n_items: 57; accuracy: 0.6491; avg_rt: 24.5933; var_rt: 489.6134; rt_cv: 0.8997; longest_correct_streak: 10; longest_incorrect_streak: 4; consecutive_correct_rate: 0.5000
qixy634,n_items: 57; accuracy: 0.8947; avg_rt: 28.7455; var_rt: 1277.8537; rt_cv: 1.2436; longest_correct_streak: 40; longest_incorrect_streak: 3; consecutive_correct_rate: 0.8393
niri091,n_items: 57; accuracy: 0.7018; avg_rt: 19.0272; var_rt: 448.1787; rt_cv: 1.1126; longest_correct_streak: 16; longest_incorrect_streak: 3; consecutive_correct_rate: 0.5357
lazi600,n_items: 57; accuracy: 0.8246; avg_rt: 17.7421; var_rt: 144.8586; rt_cv: 0.6784; longest_correct_streak: 18; longest_incorrect_streak: 3; consecutive_correct_rate: 0.7143
qedo478,n_items: 57; accuracy: 0.6140; avg_rt: 18.5900; var_rt: 199.8375; rt_cv: 0.7604; longest_correct_streak: 14; longest_incorrect_streak: 5; consecutive_correct_rate: 0.4464
ruhu758,n_items: 57; accuracy: 0.8421; avg_rt: 20.5088; var_rt: 220.9717; rt_cv: 0.7248; longest_correct_streak: 23; longest_incorrect_streak: 2; consecutive_correct_rate: 0.7143
cima563,n_items: 57; accuracy: 0.8772; avg_rt: 26.3503; var_rt: 375.2327; rt_cv: 0.7351; longest_correct_streak: 29; longest_incorrect_streak: 2; consecutive_correct_rate: 0.8036
lyzy104,n_items: 57; accuracy: 0.7018; avg_rt: 22.3273; var_rt: 654.7994; rt_cv: 1.1461; longest_correct_streak: 8; longest_incorrect_streak: 3; consecutive_correct_rate: 0.4821
xafy802,n_items: 57; accuracy: 0.7544; avg_rt: 21.6318; var_rt: 266.5710; rt_cv: 0.7548; longest_correct_streak: 15; longest_incorrect_streak: 3; consecutive_correct_rate: 0.6250
bacy598,n_items: 57; accuracy: 0.2456; avg_rt: 7.3665; var_rt: 108.9146; rt_cv: 1.4167; longest_correct_streak: 6; longest_incorrect_streak: 13; consecutive_correct_rate: 0.1250
kexi927,n_items: 57; accuracy: 0.4561; avg_rt: 12.6546; var_rt: 61.6453; rt_cv: 0.6204; longest_correct_streak: 11; longest_incorrect_streak: 10; consecutive_correct_rate: 0.3393
cumo221,n_items: 57; accuracy: 0.7895; avg_rt: 19.2802; var_rt: 231.7231; rt_cv: 0.7895; longest_correct_streak: 18; longest_incorrect_streak: 2; consecutive_correct_rate: 0.6071
kami789,n_items: 57; accuracy: 0.6140; avg_rt: 18.3728; var_rt: 329.4574; rt_cv: 0.9879; longest_correct_streak: 8; longest_incorrect_streak: 3; consecutive_correct_rate: 0.3750
zoko875,n_items: 57; accuracy: 0.8421; avg_rt: 15.8968; var_rt: 144.4588; rt_cv: 0.7561; longest_correct_streak: 16; longest_incorrect_streak: 5; consecutive_correct_rate: 0.7679
sina926,n_items: 57; accuracy: 0.7719; avg_rt: 11.8379; var_rt: 98.4778; rt_cv: 0.8383; longest_correct_streak: 24; longest_incorrect_streak: 4; consecutive_correct_rate: 0.6786
fise899,n_items: 57; accuracy: 0.6667; avg_rt: 23.8762; var_rt: 328.7564; rt_cv: 0.7594; longest_correct_streak: 8; longest_incorrect_streak: 5; consecutive_correct_rate: 0.5179
cija437,n_items: 57; accuracy: 0.8246; avg_rt: 12.2351; var_rt: 61.9133; rt_cv: 0.6431; longest_correct_streak: 14; longest_incorrect_streak: 3; consecutive_correct_rate: 0.7321
manu258,n_items: 57; accuracy: 0.7544; avg_rt: 28.5658; var_rt: 1375.0930; rt_cv: 1.2981; longest_correct_streak: 20; longest_incorrect_streak: 3; consecutive_correct_rate: 0.6607
zuwa573,n_items: 57; accuracy: 0.7895; avg_rt: 15.2646; var_rt: 253.7823; rt_cv: 1.0436; longest_correct_streak: 15; longest_incorrect_streak: 4; consecutive_correct_rate: 0.6607
joxi410,n_items: 57; accuracy: 0.5614; avg_rt: 24.1392; var_rt: 288.0549; rt_cv: 0.7031; longest_correct_streak: 10; longest_incorrect_streak: 8; consecutive_correct_rate: 0.3750
muta539,n_items: 57; accuracy: 0.9825; avg_rt: 13.2524; var_rt: 107.2740; rt_cv: 0.7815; longest_correct_streak: 47; longest_incorrect_streak: 1; consecutive_correct_rate: 0.9643
reqy562,n_items: 57; accuracy: 0.8947; avg_rt: 20.8076; var_rt: 215.3027; rt_cv: 0.7052; longest_correct_streak: 26; longest_incorrect_streak: 2; consecutive_correct_rate: 0.8036
doxe492,n_items: 57; accuracy: 0.8421; avg_rt: 23.5912; var_rt: 267.7767; rt_cv: 0.6936; longest_correct_streak: 15; longest_incorrect_streak: 2; consecutive_correct_rate: 0.7321
gylu244,n_items: 57; accuracy: 0.5263; avg_rt: 16.9659; var_rt: 100.5223; rt_cv: 0.5910; longest_correct_streak: 14; longest_incorrect_streak: 11; consecutive_correct_rate: 0.4286
maxy370,n_items: 57; accuracy: 0.8246; avg_rt: 16.7659; var_rt: 363.9143; rt_cv: 1.1378; longest_correct_streak: 19; longest_incorrect_streak: 4; consecutive_correct_rate: 0.7500
ryko512,n_items: 57; accuracy: 0.8772; avg_rt: 20.4237; var_rt: 334.1333; rt_cv: 0.8950; longest_correct_streak: 33; longest_incorrect_streak: 3; consecutive_correct_rate: 0.8214
kula014,n_items: 57; accuracy: 0.8421; avg_rt: 19.4667; var_rt: 210.8505; rt_cv: 0.7459; longest_correct_streak: 16; longest_incorrect_streak: 3; consecutive_correct_rate: 0.7143
jeqy595,n_items: 57; accuracy: 0.5965; avg_rt: 18.0862; var_rt: 197.1875; rt_cv: 0.7764; longest_correct_streak: 15; longest_incorrect_streak: 8; consecutive_correct_rate: 0.4643
guva627,n_items: 57; accuracy: 0.8421; avg_rt: 17.1258; var_rt: 148.5707; rt_cv: 0.7117; longest_correct_streak: 21; longest_incorrect_streak: 3; consecutive_correct_rate: 0.7500
lohy238,n_items: 57; accuracy: 0.8772; avg_rt: 15.9252; var_rt: 409.2961; rt_cv: 1.2704; longest_correct_streak: 25; longest_incorrect_streak: 2; consecutive_correct_rate: 0.8214
cobi870,n_items: 57; accuracy: 0.6491; avg_rt: 17.7144; var_rt: 253.9707; rt_cv: 0.8996; longest_correct_streak: 24; longest_incorrect_streak: 13; consecutive_correct_rate: 0.5893
giki066,n_items: 57; accuracy: 0.9298; avg_rt: 8.9555; var_rt: 137.6263; rt_cv: 1.3100; longest_correct_streak: 31; longest_incorrect_streak: 2; consecutive_correct_rate: 0.8929
hywy001,n_items: 57; accuracy: 0.7368; avg_rt: 14.0306; var_rt: 109.1265; rt_cv: 0.7445; longest_correct_streak: 16; longest_incorrect_streak: 2; consecutive_correct_rate: 0.5714
feji918,n_items: 57; accuracy: 0.7895; avg_rt: 22.4616; var_rt: 483.7240; rt_cv: 0.9792; longest_correct_streak: 34; longest_incorrect_streak: 4; consecutive_correct_rate: 0.6964
luli756,n_items: 57; accuracy: 0.7544; avg_rt: 17.6542; var_rt: 147.6307; rt_cv: 0.6882; longest_correct_streak: 22; longest_incorrect_streak: 4; consecutive_correct_rate: 0.6607
wumu083,n_items: 57; accuracy: 0.8772; avg_rt: 21.6014; var_rt: 432.0239; rt_cv: 0.9622; longest_correct_streak: 25; longest_incorrect_streak: 2; consecutive_correct_rate: 0.7857
cyga680,n_items: 57; accuracy: 0.8421; avg_rt: 12.3513; var_rt: 110.7616; rt_cv: 0.8521; longest_correct_streak: 25; longest_incorrect_streak: 4; consecutive_correct_rate: 0.7500
buvy316,n_items: 57; accuracy: 0.7544; avg_rt: 20.6187; var_rt: 368.2469; rt_cv: 0.9307; longest_correct_streak: 10; longest_incorrect_streak: 4; consecutive_correct_rate: 0.5714
rejy122,n_items: 57; accuracy: 0.8070; avg_rt: 22.3586; var_rt: 413.0990; rt_cv: 0.9090; longest_correct_streak: 26; longest_incorrect_streak: 4; consecutive_correct_rate: 0.7143
dusi300,n_items: 57; accuracy: 0.8246; avg_rt: 20.8151; var_rt: 421.7394; rt_cv: 0.9866; longest_correct_streak: 13; longest_incorrect_streak: 3; consecutive_correct_rate: 0.7321
howe436,n_items: 57; accuracy: 0.8246; avg_rt: 22.3369; var_rt: 390.5161; rt_cv: 0.8847; longest_correct_streak: 13; longest_incorrect_streak: 2; consecutive_correct_rate: 0.6964
ropi792,n_items: 57; accuracy: 0.8772; avg_rt: 8.5730; var_rt: 75.1027; rt_cv: 1.0109; longest_correct_streak: 21; longest_incorrect_streak: 1; consecutive_correct_rate: 0.7679
jemy300,n_items: 57; accuracy: 0.8772; avg_rt: 13.1401; var_rt: 148.8847; rt_cv: 0.9286; longest_correct_streak: 17; longest_incorrect_streak: 2; consecutive_correct_rate: 0.7857
qexo432,n_items: 57; accuracy: 0.7719; avg_rt: 16.0145; var_rt: 149.2236; rt_cv: 0.7628; longest_correct_streak: 14; longest_incorrect_streak: 3; consecutive_correct_rate: 0.6429
kyso927,n_items: 57; accuracy: 0.8070; avg_rt: 10.8595; var_rt: 162.9246; rt_cv: 1.1754; longest_correct_streak: 10; longest_incorrect_streak: 2; consecutive_correct_rate: 0.6786
cozi663,n_items: 57; accuracy: 0.4211; avg_rt: 8.7584; var_rt: 69.6668; rt_cv: 0.9530; longest_correct_streak: 4; longest_incorrect_streak: 5; consecutive_correct_rate: 0.1250
vani542,n_items: 57; accuracy: 0.7193; avg_rt: 14.1509; var_rt: 224.5429; rt_cv: 1.0589; longest_correct_streak: 13; longest_incorrect_streak: 3; consecutive_correct_rate: 0.5536
kaxu871,n_items: 57; accuracy: 0.7895; avg_rt: 18.6992; var_rt: 562.7068; rt_cv: 1.2686; longest_correct_streak: 16; longest_incorrect_streak: 4; consecutive_correct_rate: 0.6607
moku835,n_items: 57; accuracy: 0.8596; avg_rt: 10.2115; var_rt: 82.1060; rt_cv: 0.8874; longest_correct_streak: 17; longest_incorrect_streak: 3; consecutive_correct_rate: 0.7679
cahe192,n_items: 57; accuracy: 0.8421; avg_rt: 12.1866; var_rt: 126.3298; rt_cv: 0.9223; longest_correct_streak: 42; longest_incorrect_streak: 3; consecutive_correct_rate: 0.7857
feso129,n_items: 57; accuracy: 0.8947; avg_rt: 12.7051; var_rt: 115.2258; rt_cv: 0.8449; longest_correct_streak: 26; longest_incorrect_streak: 4; consecutive_correct_rate: 0.8571
